time,X-mean,X-sd
0,0,0
1,0,0.790569415
2,0,0.790569415
3,0,0.790569415
4,0,0.790569415
5,0,0.790569415
6,0,0.790569415
7,0,0.790569415
8,0,0.790569415
9,0,0.790569415
10,0,0.790569415
11,0,0.790569415
12,0,0.790569415
13,0,0.790569415
14,0,0.790569415
15,0,0.790569415
16,0,0.790569415
17,0,0.790569415
18,0,0.790569415
19,0,0.790569415
20,0,0.790569415
21,0,0.790569415
22,0,0.790569415
23,0,0.790569415
24,0,0.790569415
25,0,0.790569415
26,0,0.790569415
27,0,0.790569415
28,0,0.790569415
29,0,0.790569415
30,0,0.790569415
31,0,0.790569415
32,0,0.790569415
33,0,0.790569415
34,0,0.790569415
35,0,0.790569415
36,0,0.790569415
37,0,0.790569415
38,0,0.790569415
39,0,0.790569415
40,0,0.790569415
41,0,0.790569415
42,0,0.790569415
43,0,0.790569415
44,0,0.790569415
45,0,0.790569415
46,0,0.790569415
47,0,0.790569415
48,0,0.790569415
49,0,0.790569415
50,0,0.790569415
